date,DISH stock
2011-01-01,79
2011-01-02,23
2011-01-03,19
2011-01-04,36
2011-01-05,0
2011-01-06,0
2011-01-07,38
2011-01-08,0
2011-01-09,43
2011-01-10,17
2011-01-11,17
2011-01-12,26
2011-01-13,0
2011-01-14,18
2011-01-15,22
2011-01-16,21
2011-01-17,17
2011-01-18,34
2011-01-19,69
2011-01-20,17
2011-01-21,18
2011-01-22,0
2011-01-23,0
2011-01-24,0
2011-01-25,17
2011-01-26,34
2011-01-27,0
2011-01-28,18
2011-01-29,21
2011-01-30,20
2011-01-31,32
2011-02-01,0
2011-02-02,24
2011-02-03,17
2011-02-04,35
2011-02-05,0
2011-02-06,60
2011-02-07,0
2011-02-08,17
2011-02-09,34
2011-02-10,25
2011-02-11,18
2011-02-12,21
2011-02-13,21
2011-02-14,25
2011-02-15,32
2011-02-16,33
2011-02-17,34
2011-02-18,53
2011-02-19,41
2011-02-20,20
2011-02-21,17
2011-02-22,17
2011-02-23,17
2011-02-24,17
2011-02-25,26
2011-02-26,0
2011-02-27,20
2011-02-28,33
2011-03-01,16
2011-03-02,0
2011-03-03,0
2011-03-04,0
2011-03-05,0
2011-03-06,0
2011-03-07,26
2011-03-08,25
2011-03-09,0
2011-03-10,0
2011-03-11,34
2011-03-12,42
2011-03-13,0
2011-03-14,17
2011-03-15,0
2011-03-16,16
2011-03-17,17
2011-03-18,26
2011-03-19,0
2011-03-20,0
2011-03-21,33
2011-03-22,0
2011-03-23,33
2011-03-24,17
2011-03-25,18
2011-03-26,20
2011-03-27,20
2011-03-28,16
2011-03-29,16
2011-03-30,33
2011-03-31,0
2011-04-01,26
2011-04-02,21
2011-04-03,20
2011-04-04,33
2011-04-05,58
2011-04-06,100
2011-04-07,59
2011-04-08,71
2011-04-09,32
2011-04-10,21
2011-04-11,24
2011-04-12,16
2011-04-13,16
2011-04-14,25
2011-04-15,35
2011-04-16,64
2011-04-17,21
2011-04-18,33
2011-04-19,51
2011-04-20,43
2011-04-21,37
2011-04-22,40
2011-04-23,34
2011-04-24,23
2011-04-25,37
2011-04-26,50
2011-04-27,16
2011-04-28,33
2011-04-29,17
2011-04-30,21
2011-05-01,41
2011-05-02,41
2011-05-03,41
2011-05-04,17
2011-05-05,42
2011-05-06,18
2011-05-07,43
2011-05-08,0
2011-05-09,16
2011-05-10,25
2011-05-11,32
2011-05-12,25
2011-05-13,17
2011-05-14,0
2011-05-15,0
2011-05-16,32
2011-05-17,16
2011-05-18,33
2011-05-19,17
2011-05-20,35
2011-05-21,32
2011-05-22,0
2011-05-23,0
2011-05-24,24
2011-05-25,16
2011-05-26,16
2011-05-27,17
2011-05-28,21
2011-05-29,21
2011-05-30,17
2011-05-31,33
2011-06-01,25
2011-06-02,17
2011-06-03,44
2011-06-04,21
2011-06-05,0
2011-06-06,32
2011-06-07,16
2011-06-08,16
2011-06-09,0
2011-06-10,26
2011-06-11,21
2011-06-12,63
2011-06-13,17
2011-06-14,16
2011-06-15,48
2011-06-16,33
2011-06-17,26
2011-06-18,42
2011-06-19,0
2011-06-20,16
2011-06-21,0
2011-06-22,16
2011-06-23,17
2011-06-24,17
2011-06-25,0
2011-06-26,0
2011-06-27,33
2011-06-28,16
2011-06-29,41
2011-06-30,0
2011-07-01,17
2011-07-02,21
2011-07-03,0
2011-07-04,0
2011-07-05,17
2011-07-06,17
2011-07-07,17
2011-07-08,18
2011-07-09,43
2011-07-10,22
2011-07-11,16
2011-07-12,33
2011-07-13,25
2011-07-14,17
2011-07-15,18
2011-07-16,43
2011-07-17,0
2011-07-18,0
2011-07-19,16
2011-07-20,58
2011-07-21,33
2011-07-22,18
2011-07-23,21
2011-07-24,42
2011-07-25,65
2011-07-26,16
2011-07-27,24
2011-07-28,25
2011-07-29,0
2011-07-30,21
2011-07-31,21
2011-08-01,16
2011-08-02,17
2011-08-03,33
2011-08-04,25
2011-08-05,34
2011-08-06,21
2011-08-07,20
2011-08-08,32
2011-08-09,55
2011-08-10,16
2011-08-11,32
2011-08-12,52
2011-08-13,41
2011-08-14,0
2011-08-15,42
2011-08-16,16
2011-08-17,16
2011-08-18,16
2011-08-19,17
2011-08-20,0
2011-08-21,0
2011-08-22,16
2011-08-23,62
2011-08-24,16
2011-08-25,16
2011-08-26,17
2011-08-27,0
2011-08-28,20
2011-08-29,16
2011-08-30,16
2011-08-31,16
2011-09-01,16
2011-09-02,49
2011-09-03,19
2011-09-04,38
2011-09-05,16
2011-09-06,23
2011-09-07,15
2011-09-08,15
2011-09-09,24
2011-09-10,19
2011-09-11,0
2011-09-12,30
2011-09-13,15
2011-09-14,22
2011-09-15,30
2011-09-16,32
2011-09-17,0
2011-09-18,18
