date,FAST stock
2014-03-16,15
2014-03-17,39
2014-03-18,85
2014-03-19,20
2014-03-20,73
2014-03-21,41
2014-03-22,31
2014-03-23,67
2014-03-24,32
2014-03-25,44
2014-03-26,46
2014-03-27,66
2014-03-28,68
2014-03-29,31
2014-03-30,46
2014-03-31,46
2014-04-01,84
2014-04-02,20
2014-04-03,33
2014-04-04,27
2014-04-05,31
2014-04-06,46
2014-04-07,45
2014-04-08,65
2014-04-09,46
2014-04-10,20
2014-04-11,83
2014-04-12,32
2014-04-13,24
2014-04-14,33
2014-04-15,59
2014-04-16,60
2014-04-17,56
2014-04-18,38
2014-04-19,33
2014-04-20,17
2014-04-21,72
2014-04-22,19
2014-04-23,46
2014-04-24,53
2014-04-25,28
2014-04-26,8
2014-04-27,60
2014-04-28,45
2014-04-29,45
2014-04-30,46
2014-05-01,36
2014-05-02,56
2014-05-03,62
2014-05-04,31
2014-05-05,46
2014-05-06,45
2014-05-07,45
2014-05-08,40
2014-05-09,42
2014-05-10,31
2014-05-11,54
2014-05-12,51
2014-05-13,45
2014-05-14,39
2014-05-15,85
2014-05-16,34
2014-05-17,63
2014-05-18,39
2014-05-19,78
2014-05-20,58
2014-05-21,28
2014-05-22,29
2014-05-23,30
2014-05-24,53
2014-05-25,53
2014-05-26,59
2014-05-27,7
2014-05-28,50
2014-05-29,37
2014-05-30,45
2014-05-31,52
2014-06-01,35
2014-06-02,29
2014-06-03,57
2014-06-04,42
2014-06-05,43
2014-06-06,30
2014-06-07,54
2014-06-08,27
2014-06-09,37
2014-06-10,44
2014-06-11,65
2014-06-12,37
2014-06-13,76
2014-06-14,27
2014-06-15,35
2014-06-16,51
2014-06-17,43
2014-06-18,59
2014-06-19,52
2014-06-20,100
2014-06-21,27
2014-06-22,54
2014-06-23,59
2014-06-24,43
2014-06-25,58
2014-06-26,74
2014-06-27,47
2014-06-28,27
2014-06-29,44
2014-06-30,37
2014-07-01,44
2014-07-02,22
2014-07-03,53
2014-07-04,40
2014-07-05,18
2014-07-06,63
2014-07-07,73
2014-07-08,51
2014-07-09,37
2014-07-10,37
2014-07-11,77
2014-07-12,53
2014-07-13,26
2014-07-14,44
2014-07-15,43
2014-07-16,23
2014-07-17,45
2014-07-18,54
2014-07-19,27
2014-07-20,18
2014-07-21,58
2014-07-22,51
2014-07-23,23
2014-07-24,22
2014-07-25,39
2014-07-26,9
2014-07-27,72
2014-07-28,82
2014-07-29,59
2014-07-30,37
2014-07-31,45
2014-08-01,39
2014-08-02,27
2014-08-03,45
2014-08-04,51
2014-08-05,44
2014-08-06,37
2014-08-07,21
2014-08-08,31
2014-08-09,72
2014-08-10,17
2014-08-11,44
2014-08-12,14
2014-08-13,36
2014-08-14,74
2014-08-15,47
2014-08-16,26
2014-08-17,35
2014-08-18,29
2014-08-19,14
2014-08-20,51
2014-08-21,87
2014-08-22,38
2014-08-23,34
2014-08-24,17
2014-08-25,22
2014-08-26,63
2014-08-27,71
2014-08-28,58
2014-08-29,15
2014-08-30,26
2014-08-31,25
2014-09-01,35
2014-09-02,55
2014-09-03,49
2014-09-04,14
2014-09-05,36
2014-09-06,51
2014-09-07,50
2014-09-08,35
2014-09-09,62
2014-09-10,48
2014-09-11,21
2014-09-12,36
2014-09-13,33
2014-09-14,33
2014-09-15,21
2014-09-16,41
2014-09-17,56
2014-09-18,70
2014-09-19,43
2014-09-20,25
2014-09-21,32
2014-09-22,54
2014-09-23,48
2014-09-24,41
2014-09-25,69
2014-09-26,44
2014-09-27,50
2014-09-28,16
2014-09-29,41
2014-09-30,20
2014-10-01,41
2014-10-02,14
2014-10-03,67
2014-10-04,59
2014-10-05,16
2014-10-06,55
2014-10-07,54
2014-10-08,61
2014-10-09,35
2014-10-10,43
2014-10-11,8
2014-10-12,41
2014-10-13,41
2014-10-14,20
2014-10-15,41
2014-10-16,61
2014-10-17,57
2014-10-18,41
2014-10-19,16
2014-10-20,60
2014-10-21,33
2014-10-22,53
2014-10-23,41
2014-10-24,28
2014-10-25,65
2014-10-26,16
2014-10-27,47
2014-10-28,52
2014-10-29,40
2014-10-30,20
2014-10-31,58
2014-11-01,33
2014-11-02,24
2014-11-03,40
2014-11-04,66
2014-11-05,59
2014-11-06,67
2014-11-07,42
2014-11-08,48
2014-11-09,8
2014-11-10,60
2014-11-11,27
2014-11-12,20
2014-11-13,26
2014-11-14,27
2014-11-15,0
2014-11-16,8
2014-11-17,46
2014-11-18,64
2014-11-19,61
2014-11-20,54
2014-11-21,69
2014-11-22,31
2014-11-23,61
2014-11-24,33
2014-11-25,13
2014-11-26,46
2014-11-27,14
2014-11-28,42
2014-11-29,78
2014-11-30,68
2014-12-01,32
